minutes_to_trigger,pre_volume,pre_dollar_volume,vol_last5,dvol_last5,vol_acceleration,pre_bars_count,red_ratio,max_pullback_pct,return_std,return_last5,return_earlier,acceleration,first_bar_close_vs_open,vwap,price_above_vwap_pct,bars_since_high,rth_open_price,pre_high_x_open,symbol,date,minute_return,exit_reason,is_winner
17,4244558.253289999,43818554.20323792,1434026.449069,18265598.943151485,1.2245595202291377,17,0.4117647058823529,-0.16666666666666674,0.07878572895034047,0.366847078249702,0.5748338630453627,-0.20798678479566068,-0.0840280534603679,10.09553908667728,0.4758993920060193,0,7.557,1.9718142119888844,UCAR,2026-03-17,0.1,tp,1
295,35348033.0,329963620.8959,1333724.0,14405436.089499999,2.2742191234871183,295,0.4135593220338983,-0.12914798206278022,0.013771827559033119,0.032714285714285696,0.8229166666666667,-0.790202380952381,0.005235602094240788,9.328059224177105,0.16246045821568877,59,5.73,1.9458987783595112,HOLO,2025-05-28,-0.05,sl,0
194,5296951.0,13293331.114099998,2981037.0,8383767.887700001,48.656037573070506,194,0.13917525773195877,-0.1436612970836577,0.017027833135343864,0.06844106463878341,0.6805111821086263,-0.6120701174698429,-0.009493670886076,2.475510532782602,0.1351193876123058,2,1.58,1.8734177215189873,PRLD,2025-11-03,-0.0500000000000001,sl,0
37,44374661.0,361122674.33199996,6001096.0,62724155.901,1.0008716781982596,37,0.40540540540540543,-0.21944444444444444,0.05580237824194469,0.32548852921108273,0.2916979714500374,0.03379055776104534,0.11094703049759214,8.075888663796965,0.4673307784840852,0,6.23,1.902086677367576,TURB,2025-09-16,0.1,tp,1
302,15990961.476905998,30357631.993880704,798129.352762,1984058.5274715724,3.1204770227614116,302,0.4105960264900662,-0.2775392670157068,0.018259212664334428,0.03637639869523923,0.7941328987332392,-0.757756500038,0.03838461538461546,1.8953105123114893,0.3243212569632432,1,1.3,1.9692307692307691,TURB,2026-03-03,-0.0500000000000001,sl,0
189,1052543.0,14253429.113899998,42439.0,665406.1747000001,1.5461330714461083,189,0.3386243386243386,-0.22685331230283912,0.025628372149149772,-0.013568949195329694,0.8381670533642693,-0.851736002559599,-0.00691244239631339,13.517592431948147,0.15627099120545207,28,8.68,1.8801958525345623,DGNX,2025-01-28,-0.0500000000000001,sl,0
85,9179473.0,26632045.727100004,4790969.0,15490117.626699999,17.467342857611616,85,0.3058823529411765,-0.19287833827893172,0.03016128190366176,0.29469141433633905,0.5405945945945945,-0.24590318025825542,-0.015957446808510523,2.8553162130476695,0.29232621701868067,1,1.88,1.9627659574468086,BTCS,2024-11-12,-0.05,sl,0
230,57945030.0,271270879.54569995,3634157.0,20288897.998,3.0111293736707196,230,0.45652173913043476,-0.19109461966604813,0.0169531001795701,0.059469350411710975,0.84006734006734,-0.780597989655629,-0.01492537313432829,4.673289598877304,0.23895595971432448,0,3.015,1.93698175787728,BTCS,2025-07-08,-0.0499999999999999,sl,0
85,9569404.0,53021019.2956,210136.0,1677387.5587999998,0.35923493162072073,85,0.4,-0.27511652156434135,0.040209718545480715,0.0939345212990299,0.6074576271186443,-0.5135231058196144,0.10023310023310006,5.5317645637596655,0.5004073120492623,15,4.29,1.9580419580419581,WTF,2025-04-01,-0.05,sl,0
245,6391004.780347001,35911801.60184973,1476833.720171,9257309.331006056,14.425224051046596,245,0.35918367346938773,-0.08620689655172414,0.01587935496724052,0.06364540182270084,0.7988077496274217,-0.7351623478047209,0.019756838905774954,5.614172584350941,0.1433741844511034,1,3.29,1.9696048632218845,PLYX,2026-03-10,0.1,tp,1
9,1913.875,17882.5828,1474.1875,14400.926800000001,2.6822459132906893,9,0.1111111111111111,-0.1552727272727273,0.13463438743816433,0.617891981917678,,,0.0,9.065866823416716,0.20010587094633503,0,6.7248,1.6654770402093741,EEIQ,2025-07-09,-0.05,sl,0
25,23935241.92284,168807071.3908074,3982934.504293,31682328.51627271,0.7984910057251016,25,0.44,-0.22221014492753616,0.06834129757402123,0.059658117488800455,0.5153945268178233,-0.4557364093290228,0.08557411273486437,7.037578147644807,0.1864877127928457,0,4.79,1.8413152400835073,EEIQ,2026-03-26,-0.0500000000000001,sl,0
162,22625236.960229002,104939090.68225609,2917072.773869,16446844.924644567,4.647621373221568,162,0.38271604938271603,-0.10120068610634646,0.017193108012089037,0.12661449985858386,0.7445723684210526,-0.6179578685624687,0.0066225165562914245,4.631236171215064,0.2901523004024176,1,3.02,1.9966556291390727,ANTX,2026-03-09,-0.05,sl,0
