symbol,last_close,avg_dollar_vol_20d,n_bars
EVCM,9.199999809265137,1293376.2462568283,90
BCYC,4.199999809265137,1287971.7912364006,90
FRGT,4.21999979019165,1287457.4329977036,90
KGEI,5.360000133514404,1283705.233502388,90
LICN,1.809999942779541,1280990.8968508244,90
KLXE,2.7899999618530273,1276160.0923585892,90
WTF,2.9000000953674316,1260281.2052631378,90
NVCT,9.539999961853027,1236058.7943935394,90
III,4.239999771118164,1228535.7189428806,90
NAUT,2.390000104904175,1227140.848838091,90
GANX,1.7000000476837158,1224228.8604801893,90
HURA,1.965000033378601,1224225.0091898441,90
IKT,1.6299999952316284,1213219.651811719,90
MTEK,1.190000057220459,1207994.9194920063,90
NCMI,3.549999952316284,1203790.0801551342,90
RNAC,5.840000152587891,1200953.1904315948,90
FGNX,6.25,1190296.4464521408,90
OKUR,4.190000057220459,1188785.6089782715,90
PLYX,2.3299999237060547,1168809.6925759315,87
MTLS,6.559999942779541,1144253.052623272,90
FBIO,2.6500000953674316,1125070.6530225277,90
PXLW,6.389999866485596,1120392.0975470543,90
PEPG,1.409999966621399,1118794.7446900606,90
DARE,1.8799999952316284,1118220.5907994509,90
LAKE,9.279999732971191,1110683.9546489716,90
EEIQ,3.5,1100464.5004439354,90
HEPS,2.630000114440918,1085446.6893994808,90
EPSN,5.789999961853027,1082385.9401154518,90
OTLY,8.1899995803833,1081548.4458255768,90
AFCG,3.490000009536743,1079199.7835731506,90
EMAT,6.639999866485596,1076581.695625782,90
CLNN,5.449999809265137,1068185.703985691,90
LNZA,6.590000152587891,1066784.4271993637,90
LINK,4.909999847412109,1063268.6776399612,90
LTRN,3.5899999141693115,1059706.5579104424,90
ANTX,3.819999933242798,1055604.4936800003,90
CVV,5.550000190734863,1054102.8928661346,90
LIXT,7.0,1050991.8489789963,90
BCTX,3.0799999237060547,1048949.299402237,90
RAIL,7.579999923706055,1048346.5989661217,90
ACTG,4.619999885559082,1036084.2898058891,90
LFCR,5.630000114440918,1028772.2030377388,90
OBIO,3.9000000953674316,1008394.2537879944,90
PPBT,2.9700000286102295,1007862.311809063,90
