symbol,date,today_close,next_open,consolidation_avg,consolidation_avg_vol,horizon_complete_30,max_high_30,close_30,hit_tp1.5_30,days_to_tp1.5_30,hit_tp2.0_30,days_to_tp2.0_30,hit_tp2.4_30,days_to_tp2.4_30,hit_tp3.0_30,days_to_tp3.0_30,hit_tp5.0_30,days_to_tp5.0_30,horizon_complete_60,max_high_60,close_60,hit_tp1.5_60,days_to_tp1.5_60,hit_tp2.0_60,days_to_tp2.0_60,hit_tp2.4_60,days_to_tp2.4_60,hit_tp3.0_60,days_to_tp3.0_60,hit_tp5.0_60,days_to_tp5.0_60,horizon_complete_90,max_high_90,close_90,hit_tp1.5_90,days_to_tp1.5_90,hit_tp2.0_90,days_to_tp2.0_90,hit_tp2.4_90,days_to_tp2.4_90,hit_tp3.0_90,days_to_tp3.0_90,hit_tp5.0_90,days_to_tp5.0_90,horizon_complete_180,max_high_180,close_180,hit_tp1.5_180,days_to_tp1.5_180,hit_tp2.0_180,days_to_tp2.0_180,hit_tp2.4_180,days_to_tp2.4_180,hit_tp3.0_180,days_to_tp3.0_180,hit_tp5.0_180,days_to_tp5.0_180
DVLT,2025-09-26,1.09,1.34,0.45027555555555554,35576230.64444444,1,4.1,1.69,1,4.0,1,6.0,1,7.0,1,7.0,0,,1,4.1,0.9535,1,4.0,1,6.0,1,7.0,1,7.0,0,,1,4.1,0.6399,1,4.0,1,6.0,1,7.0,1,7.0,0,,0,4.1,0.4294,1,4.0,1,6.0,1,7.0,1,7.0,0,
BFRG,2026-03-30,1.05,1.19,0.5818088888888889,242745.82222222222,1,1.96,0.6206,1,1.0,0,,0,,0,,0,,0,1.96,0.671,1,1.0,0,,0,,0,,0,,0,1.96,0.671,1,1.0,0,,0,,0,,0,,0,1.96,0.671,1,1.0,0,,0,,0,,0,
ASPSW,2025-07-23,1.15,1.12,0.5879866666666667,38493.64444444444,1,1.28,0.85,0,,0,,0,,0,,0,,1,1.28,0.719,0,,0,,0,,0,,0,,1,1.28,0.5,0,,0,,0,,0,,0,,1,1.28,0.395001,0,,0,,0,,0,,0,
AGRZ,2026-03-12,1.07,0.685,0.44630986666666667,452294.4888888889,1,0.879,0.3993,0,,0,,0,,0,,0,,0,0.879,0.2765,0,,0,,0,,0,,0,,0,0.879,0.2765,0,,0,,0,,0,,0,,0,0.879,0.2765,0,,0,,0,,0,,0,
BFRI,2025-07-23,1.08,1.08,0.6899688888888889,211148.51111111112,1,1.17,0.8389,0,,0,,0,,0,,0,,1,1.17,0.99,0,,0,,0,,0,,0,,1,1.19,0.8169,0,,0,,0,,0,,0,,1,1.19,1.03,0,,0,,0,,0,,0,
AEVAW,2025-06-27,1.0655,1.2,0.20658786666666668,70273.66666666667,1,1.215,0.333,0,,0,,0,,0,,0,,1,1.215,0.34,0,,0,,0,,0,,0,,1,1.215,0.15,0,,0,,0,,0,,0,,0,1.215,0.0059,0,,0,,0,,0,,0,
CLPS,2024-08-23,1.06,1.04,0.8567351555555557,15482.133333333333,1,1.5,1.45,1,27.0,0,,0,,0,,0,,1,1.7,1.155,1,27.0,0,,0,,0,,0,,1,1.7,1.1601,1,27.0,0,,0,,0,,0,,1,1.7,0.939,1,27.0,0,,0,,0,,0,
CGTX,2025-08-12,1.1,1.38,0.5240488888888888,9774577.0,1,3.83,1.35,1,2.0,1,6.0,1,8.0,1,9.0,0,,1,3.83,1.69,1,2.0,1,6.0,1,8.0,1,9.0,0,,1,3.83,1.5,1,2.0,1,6.0,1,8.0,1,9.0,0,,1,3.83,1.26,1,2.0,1,6.0,1,8.0,1,9.0,0,
CGTL,2025-12-11,1.14,1.14,0.6249977777777779,1691783.088888889,1,6.4,3.26,1,18.0,1,18.0,1,18.0,1,20.0,1,23.0,1,6.4,1.34,1,18.0,1,18.0,1,18.0,1,20.0,1,23.0,1,6.4,1.27,1,18.0,1,18.0,1,18.0,1,20.0,1,23.0,0,6.4,0.3756,1,18.0,1,18.0,1,18.0,1,20.0,1,23.0
CCG,2025-02-24,1.16,1.02,0.8709622,263972.2444444444,1,1.54,0.79,1,2.0,0,,0,,0,,0,,1,1.54,0.835,1,2.0,0,,0,,0,,0,,1,1.54,0.75,1,2.0,0,,0,,0,,0,,1,1.54,0.972,1,2.0,0,,0,,0,,0,
CCG,2025-09-02,1.11,1.12,0.7843897777777779,172002.75555555554,1,1.54,1.01,1,10.0,0,,0,,0,,0,,1,1.54,0.98,1,10.0,0,,0,,0,,0,,1,1.54,0.8377,1,10.0,0,,0,,0,,0,,1,1.54,0.614,1,10.0,0,,0,,0,,0,
CGCTW,2026-04-23,1.05,1.15,0.7559522666666668,44735.6,1,1.8,1.4,1,23.0,0,,0,,0,,0,,0,1.8,1.4,1,23.0,0,,0,,0,,0,,0,1.8,1.4,1,23.0,0,,0,,0,,0,,0,1.8,1.4,1,23.0,0,,0,,0,,0,
AIRJW,2025-10-06,1.05,1.11,0.7759609111111112,21365.6,1,1.87,0.8531,1,3.0,0,,0,,0,,0,,1,1.87,0.9,1,3.0,0,,0,,0,,0,,1,1.87,0.648,1,3.0,0,,0,,0,,0,,0,1.87,1.19,1,3.0,0,,0,,0,,0,
BCARW,2026-01-13,1.1,1.38,0.3511933333333333,60400.86666666667,1,1.75,0.748,1,1.0,0,,0,,0,,0,,1,1.75,0.88,1,1.0,0,,0,,0,,0,,1,2.164438,2.0,1,1.0,1,88.0,0,,0,,0,,0,2.55,2.0001,1,1.0,1,88.0,1,92.0,0,,0,
CRMLW,2025-07-17,1.08,1.27,0.33864557777777776,98701.0,1,2.67,1.92,1,1.0,1,21.0,1,28.0,0,,0,,1,8.81,7.19,1,1.0,1,21.0,1,28.0,1,55.0,1,56.0,1,20.84,3.05,1,1.0,1,21.0,1,28.0,1,55.0,1,56.0,1,20.84,3.67,1,1.0,1,21.0,1,28.0,1,55.0,1,56.0
GEVO,2024-09-13,1.17,1.25,0.6767533333333334,2979365.488888889,1,3.39,2.96,1,2.0,1,19.0,1,24.0,1,24.0,0,,1,3.39,1.5,1,2.0,1,19.0,1,24.0,1,24.0,0,,1,3.39,1.855,1,2.0,1,19.0,1,24.0,1,24.0,0,,1,3.39,1.14,1,2.0,1,19.0,1,24.0,1,24.0,0,
EVGOW,2024-10-04,1.12,1.11,0.31983744444444445,79807.51111111112,1,1.99,0.676,1,4.0,0,,0,,0,,0,,1,1.99,0.534301,1,4.0,0,,0,,0,,0,,1,1.99,0.312,1,4.0,0,,0,,0,,0,,1,1.99,0.208,1,4.0,0,,0,,0,,0,
AREC,2024-10-09,1.08,1.1,0.619308888888889,248609.9111111111,1,1.27,1.06,0,,0,,0,,0,,0,,1,1.34,0.785,0,,0,,0,,0,,0,,1,1.34,0.5743,0,,0,,0,,0,,0,,1,1.68,0.7806,1,130.0,0,,0,,0,,0,
AREC,2025-04-16,1.11,1.255,0.5317955777777779,4131529.0888888887,1,1.68,0.6383,1,1.0,0,,0,,0,,0,,1,1.68,1.4,1,1.0,0,,0,,0,,0,,1,2.26,2.1,1,1.0,1,89.0,0,,0,,0,,1,7.11,3.25,1,1.0,1,89.0,1,91.0,1,108.0,1,123.0
AREC,2025-07-10,1.11,1.12,0.8142711111111112,1534031.7555555555,1,1.95,1.45,1,6.0,0,,0,,0,,0,,1,3.7,3.7,1,6.0,1,32.0,1,34.0,1,51.0,0,,1,7.11,3.02,1,6.0,1,32.0,1,34.0,1,51.0,1,66.0,1,7.11,2.28,1,6.0,1,32.0,1,34.0,1,51.0,1,66.0
ABLV,2026-05-11,1.05,1.05,0.6698744222222224,519640.3333333333,0,1.205,1.07,0,,0,,0,,0,,0,,0,1.205,1.07,0,,0,,0,,0,,0,,0,1.205,1.07,0,,0,,0,,0,,0,,0,1.205,1.07,0,,0,,0,,0,,0,
ATIIW,2026-04-21,1.17,1.27,0.6692088666666667,29591.244444444445,1,2.57,2.45,1,11.0,1,12.0,1,21.0,0,,0,,0,2.57,2.08,1,11.0,1,12.0,1,21.0,0,,0,,0,2.57,2.08,1,11.0,1,12.0,1,21.0,0,,0,,0,2.57,2.08,1,11.0,1,12.0,1,21.0,0,,0,
AUROW,2024-10-24,1.05,1.0588,0.6011044444444446,129949.46666666666,1,1.6503,1.555,1,30.0,0,,0,,0,,0,,1,2.73,1.28,1,30.0,1,50.0,1,50.0,0,,0,,1,2.9953,1.54,1,30.0,1,50.0,1,50.0,0,,0,,1,2.9953,0.98,1,30.0,1,50.0,1,50.0,0,,0,
FEBO,2025-12-15,1.06,1.03,0.7487544444444443,12598.355555555556,1,1.46,1.14,0,,0,,0,,0,,0,,1,1.46,1.23,0,,0,,0,,0,,0,,1,1.46,1.175,0,,0,,0,,0,,0,,0,1.46,0.84,0,,0,,0,,0,,0,
BYND,2026-04-20,1.16,1.38,0.7192144444444446,35956148.48888889,1,1.4,0.7645,0,,0,,0,,0,,0,,0,1.4,0.7078,0,,0,,0,,0,,0,,0,1.4,0.7078,0,,0,,0,,0,,0,,0,1.4,0.7078,0,,0,,0,,0,,0,
HOVR,2024-12-26,1.15,1.22,0.5027422444444443,5519555.822222223,1,1.63,0.57,1,1.0,0,,0,,0,,0,,1,1.63,0.5795,1,1.0,0,,0,,0,,0,,1,1.63,0.501,1,1.0,0,,0,,0,,0,,1,2.52,1.72,1,1.0,1,115.0,1,119.0,0,,0,
HOVR,2025-05-29,1.1,1.1,0.5525866666666667,597980.8222222222,1,2.52,1.59,1,10.0,1,11.0,1,15.0,0,,0,,1,2.52,1.61,1,10.0,1,11.0,1,15.0,0,,0,,1,3.09,2.9,1,10.0,1,11.0,1,15.0,1,89.0,0,,1,4.18,1.75,1,10.0,1,11.0,1,15.0,1,89.0,0,
CTMX,2025-05-08,1.09,1.29,0.6531822222222222,2568354.688888889,1,3.095,2.16,1,2.0,1,2.0,1,3.0,1,24.0,0,,1,3.095,2.37,1,2.0,1,2.0,1,3.0,1,24.0,0,,1,3.095,1.93,1,2.0,1,2.0,1,3.0,1,24.0,0,,1,6.15,5.93,1,2.0,1,2.0,1,3.0,1,24.0,1,174.0
EQ,2024-08-23,1.0897,1.08,0.7630255777777778,121629.6888888889,1,1.31,0.934,0,,0,,0,,0,,0,,1,1.5,0.681,1,47.0,0,,0,,0,,0,,1,1.5,0.7688,1,47.0,0,,0,,0,,0,,1,1.5,0.3733,1,47.0,0,,0,,0,,0,
EQ,2025-08-15,1.14,1.13,0.44211777777777783,10551400.733333332,1,2.35,1.46,1,4.0,1,5.0,0,,0,,0,,1,2.35,0.9682,1,4.0,1,5.0,0,,0,,0,,1,2.35,1.35,1,4.0,1,5.0,0,,0,,0,,1,2.7,2.07,1,4.0,1,5.0,1,144.0,0,,0,
COSM,2025-08-06,1.15,1.11,0.5240599999999999,387409.1777777778,1,1.14,0.9319,0,,0,,0,,0,,0,,1,1.32,0.9002,0,,0,,0,,0,,0,,1,1.32,0.4414,0,,0,,0,,0,,0,,1,1.32,0.3798,0,,0,,0,,0,,0,
HIT,2025-07-10,1.11,1.12,0.7025644444444445,477707.7111111111,1,3.95,3.42,1,7.0,1,8.0,1,17.0,1,22.0,0,,1,3.95,3.37,1,7.0,1,8.0,1,17.0,1,22.0,0,,1,4.02,1.6,1,7.0,1,8.0,1,17.0,1,22.0,0,,1,4.02,1.39,1,7.0,1,8.0,1,17.0,1,22.0,0,
AERT,2025-06-17,1.18,1.3,0.6940326888888888,111803.91111111111,1,1.5184,0.8766,1,2.0,0,,0,,0,,0,,1,1.5184,0.60575,1,2.0,0,,0,,0,,0,,1,1.5184,0.5902,1,2.0,0,,0,,0,,0,,1,1.5184,0.2919,1,2.0,0,,0,,0,,0,
CYPH,2026-04-10,1.06,1.07,0.6809355555555555,2221648.6,1,1.38,1.2,0,,0,,0,,0,,0,,0,1.3994,0.5188,0,,0,,0,,0,,0,,0,1.3994,0.5188,0,,0,,0,,0,,0,,0,1.3994,0.5188,0,,0,,0,,0,,0,
AMPG,2024-10-23,1.19,1.19,0.8134230444444444,54016.333333333336,1,1.32,0.859,0,,0,,0,,0,,0,,1,6.43,1.95,1,34.0,1,34.0,1,34.0,1,35.0,1,44.0,1,6.43,1.61,1,34.0,1,34.0,1,34.0,1,35.0,1,44.0,1,6.43,2.64,1,34.0,1,34.0,1,34.0,1,35.0,1,44.0
ABVC,2025-03-31,1.06,1.14,0.6102266666666666,644571.3111111111,1,1.68,1.68,1,30.0,0,,0,,0,,0,,1,2.29,2.19,1,30.0,1,54.0,0,,0,,0,,1,5.48,2.7,1,30.0,1,54.0,1,61.0,1,64.0,1,67.0,1,5.48,2.06,1,30.0,1,54.0,1,61.0,1,64.0,1,67.0
CNTB,2025-06-17,1.08,1.1,0.790246177777778,140878.2,1,2.86,2.02,1,16.0,1,22.0,1,23.0,0,,0,,1,2.86,1.56,1,16.0,1,22.0,1,23.0,0,,0,,1,2.86,1.7,1,16.0,1,22.0,1,23.0,0,,0,,1,3.28,2.48,1,16.0,1,22.0,1,23.0,1,108.0,0,
CTOR,2025-06-06,1.0501,1.23,0.8077355555555554,95783.48888888888,1,6.19,1.65,1,4.0,1,9.0,1,9.0,1,9.0,1,14.0,1,6.19,1.97,1,4.0,1,9.0,1,9.0,1,9.0,1,14.0,1,6.19,1.72,1,4.0,1,9.0,1,9.0,1,9.0,1,14.0,1,6.19,1.11,1,4.0,1,9.0,1,9.0,1,9.0,1,14.0
DRTSW,2026-01-15,1.09,1.0,0.3829782444444444,30156.422222222223,1,1.5,1.21,1,27.0,0,,0,,0,,0,,1,1.5,0.94,1,27.0,0,,0,,0,,0,,1,2.99,2.54,1,27.0,1,79.0,1,84.0,0,,0,,0,2.99,2.0,1,27.0,1,79.0,1,84.0,0,,0,
WLACW,2025-09-16,1.15,1.28,0.36865442222222217,12327.333333333334,1,5.73,3.25,1,1.0,1,2.0,1,3.0,1,3.0,1,20.0,1,5.73,3.45,1,1.0,1,2.0,1,3.0,1,3.0,1,20.0,1,5.73,4.05,1,1.0,1,2.0,1,3.0,1,3.0,1,20.0,0,9.65,8.34,1,1.0,1,2.0,1,3.0,1,3.0,1,20.0
TELA,2026-05-04,1.09,1.09,0.7291733333333335,178619.0888888889,0,1.27,0.8801,0,,0,,0,,0,,0,,0,1.27,0.8801,0,,0,,0,,0,,0,,0,1.27,0.8801,0,,0,,0,,0,,0,,0,1.27,0.8801,0,,0,,0,,0,,0,
TNYA,2025-08-15,1.16,1.23,0.6985133333333334,2417949.4,1,1.69,1.58,1,27.0,0,,0,,0,,0,,1,2.35,1.43,1,27.0,1,38.0,0,,0,,0,,1,2.35,0.7032,1,27.0,1,38.0,0,,0,,0,,1,2.35,0.7543,1,27.0,1,38.0,0,,0,,0,
TEAD,2026-05-06,1.15,1.12,0.7485311111111111,356837.93333333335,0,1.39,1.22,0,,0,,0,,0,,0,,0,1.39,1.22,0,,0,,0,,0,,0,,0,1.39,1.22,0,,0,,0,,0,,0,,0,1.39,1.22,0,,0,,0,,0,,0,
WETO,2026-05-22,1.07,1.0,0.5417577777777778,2572374.311111111,0,1.1,1.05,0,,0,,0,,0,,0,,0,1.1,1.05,0,,0,,0,,0,,0,,0,1.1,1.05,0,,0,,0,,0,,0,,0,1.1,1.05,0,,0,,0,,0,,0,
TMCWW,2025-05-23,1.05,1.12,0.4966000444444444,133992.04444444444,1,2.04,1.5099,1,17.0,1,21.0,0,,0,,0,,1,2.2894,0.65,1,17.0,1,21.0,0,,0,,0,,1,2.2894,1.33,1,17.0,1,21.0,0,,0,,0,,1,3.84,1.2,1,17.0,1,21.0,1,95.0,1,97.0,0,
TLPH,2025-10-06,1.1,1.14,0.6696710888888888,3339039.2,1,1.4501,1.32,0,,0,,0,,0,,0,,1,1.57,1.14,1,35.0,0,,0,,0,,0,,1,1.57,0.8108,1,35.0,0,,0,,0,,0,,0,1.57,0.7752,1,35.0,0,,0,,0,,0,
XRPNW,2025-10-17,1.07,1.09,0.7222099555555556,89788.22222222222,1,1.2,1.0,0,,0,,0,,0,,0,,1,1.2,0.82,0,,0,,0,,0,,0,,1,1.2,0.68,0,,0,,0,,0,,0,,0,1.2,0.8,0,,0,,0,,0,,0,
VSEE,2025-10-28,1.06,1.35,0.6660711333333333,7569402.844444444,1,1.5,0.5446,1,1.0,0,,0,,0,,0,,1,1.5,0.384,1,1.0,0,,0,,0,,0,,1,1.5,0.2629,1,1.0,0,,0,,0,,0,,0,1.5,0.159,1,1.0,0,,0,,0,,0,
ZTEK,2026-01-12,1.06,1.04,0.7416177999999999,49372.8,1,1.045,0.5702,0,,0,,0,,0,,0,,1,1.045,0.5551,0,,0,,0,,0,,0,,1,1.1,0.719,0,,0,,0,,0,,0,,0,1.1,0.5101,0,,0,,0,,0,,0,
TRON,2024-12-04,1.16,0.8862,0.6915749999999999,826780.6888888889,1,0.8862,0.455,0,,0,,0,,0,,0,,1,1.09,0.3975,0,,0,,0,,0,,0,,1,1.09,0.282,0,,0,,0,,0,,0,,1,12.8,4.99,1,131.0,1,131.0,1,131.0,1,131.0,1,131.0
TRON,2025-06-12,1.18,1.2,0.4721277777777778,515532.5777777778,1,12.8,10.855,1,2.0,1,2.0,1,2.0,1,2.0,1,2.0,1,12.8,3.14,1,2.0,1,2.0,1,2.0,1,2.0,1,2.0,1,12.8,2.74,1,2.0,1,2.0,1,2.0,1,2.0,1,2.0,1,12.8,1.37,1,2.0,1,2.0,1,2.0,1,2.0,1,2.0
VWAVW,2025-10-17,1.11,1.6,0.38577555555555554,137541.9111111111,1,2.49,1.02,1,1.0,1,3.0,1,4.0,0,,0,,1,4.09,3.145,1,1.0,1,3.0,1,4.0,1,57.0,0,,1,4.24,1.61,1,1.0,1,3.0,1,4.0,1,57.0,0,,0,4.24,1.02,1,1.0,1,3.0,1,4.0,1,57.0,0,
TVACW,2025-09-25,1.12,1.22,0.23836100000000002,96959.3111111111,1,1.75,1.4,1,9.0,0,,0,,0,,0,,1,1.75,0.89,1,9.0,0,,0,,0,,0,,1,1.75,1.09,1,9.0,0,,0,,0,,0,,0,1.75,0.5001,1,9.0,0,,0,,0,,0,
TOMZ,2024-12-27,1.05,1.01,0.789993311111111,144853.4,1,1.5,1.0,1,15.0,0,,0,,0,,0,,1,1.5,0.8325,1,15.0,0,,0,,0,,0,,1,1.5,0.8553,1,15.0,0,,0,,0,,0,,1,1.5,0.9898,1,15.0,0,,0,,0,,0,
TOMZ,2025-06-02,1.12,1.13,0.8024955555555555,18852.644444444446,1,1.2,0.9602,0,,0,,0,,0,,0,,1,1.2,0.8303,0,,0,,0,,0,,0,,1,1.2,1.0,0,,0,,0,,0,,0,,1,1.2,0.701,0,,0,,0,,0,,0,
TOMZ,2026-06-01,1.06,1.05,0.6765233333333333,779462.1333333333,0,1.081,1.025,0,,0,,0,,0,,0,,0,1.081,1.025,0,,0,,0,,0,,0,,0,1.081,1.025,0,,0,,0,,0,,0,,0,1.081,1.025,0,,0,,0,,0,,0,
VCICW,2025-09-08,1.07,1.15,0.26706868888888885,30222.844444444443,1,2.1,2.05,1,3.0,1,30.0,0,,0,,0,,1,2.1,1.85,1,3.0,1,30.0,0,,0,,0,,1,2.61,1.44,1,3.0,1,30.0,1,80.0,0,,0,,0,2.61,1.22,1,3.0,1,30.0,1,80.0,0,,0,
XMAX,2025-04-25,1.07,1.08,0.6120719111111111,760219.7333333333,1,1.6723,1.22,1,18.0,0,,0,,0,,0,,1,3.59,2.67,1,18.0,1,38.0,1,52.0,1,55.0,0,,1,3.59,2.67,1,18.0,1,38.0,1,52.0,1,55.0,0,,1,6.23,5.8,1,18.0,1,38.0,1,52.0,1,55.0,1,92.0
TRIB,2025-08-12,1.13,1.08,0.7124333111111112,1179568.2444444445,1,3.44,1.14,1,2.0,1,2.0,1,2.0,1,2.0,0,,1,3.44,0.992,1,2.0,1,2.0,1,2.0,1,2.0,0,,1,3.44,0.9387,1,2.0,1,2.0,1,2.0,1,2.0,0,,1,3.44,0.6,1,2.0,1,2.0,1,2.0,1,2.0,0,
TLSA,2025-02-27,1.13,1.23,0.7577799999999999,869673.4222222222,1,1.91,0.78,1,5.0,0,,0,,0,,0,,1,1.91,1.58,1,5.0,0,,0,,0,,0,,1,1.91,1.51,1,5.0,0,,0,,0,,0,,1,2.6,1.65,1,5.0,1,105.0,1,106.0,0,,0,
RPID,2024-10-28,1.07,1.07,0.8662222000000002,57102.333333333336,1,1.34,1.04,0,,0,,0,,0,,0,,1,1.49,1.43,0,,0,,0,,0,,0,,1,4.0443,2.25,1,61.0,1,63.0,1,67.0,1,67.0,0,,1,4.0443,3.4,1,61.0,1,63.0,1,67.0,1,67.0,0,
ONMD,2024-12-02,1.07,1.01,0.7790599777777779,272924.2888888889,1,1.56,1.09,1,14.0,0,,0,,0,,0,,1,1.56,0.9095,1,14.0,0,,0,,0,,0,,1,1.56,0.4959,1,14.0,0,,0,,0,,0,,1,1.56,0.7802,1,14.0,0,,0,,0,,0,
QUBT,2024-10-21,1.14,1.18,0.678248888888889,578434.9333333333,1,9.2,6.17,1,6.0,1,17.0,1,17.0,1,17.0,1,23.0,1,27.15,9.83,1,6.0,1,17.0,1,17.0,1,17.0,1,23.0,1,27.15,5.26,1,6.0,1,17.0,1,17.0,1,17.0,1,23.0,1,27.15,18.94,1,6.0,1,17.0,1,17.0,1,17.0,1,23.0
JBDI,2025-05-08,1.1,1.14,0.7590767555555555,494073.9111111111,1,1.48,1.02,0,,0,,0,,0,,0,,1,1.48,0.96,0,,0,,0,,0,,0,,1,3.0,1.7,1,85.0,1,85.0,1,85.0,1,85.0,0,,1,3.0,0.6205,1,85.0,1,85.0,1,85.0,1,85.0,0,
IRWD,2025-08-13,1.09,1.08,0.7613955555555557,1878786.9555555556,1,1.515,1.27,1,28.0,0,,0,,0,,0,,1,2.23,2.05,1,28.0,1,57.0,0,,0,,0,,1,3.93,3.13,1,28.0,1,57.0,1,62.0,1,64.0,0,,1,5.78,4.44,1,28.0,1,57.0,1,62.0,1,64.0,1,98.0
REE,2025-10-13,1.06,1.06,0.7373666222222222,104410.6888888889,1,1.7572,0.7514,1,3.0,0,,0,,0,,0,,1,1.7572,0.801,1,3.0,0,,0,,0,,0,,1,1.7572,0.575,1,3.0,0,,0,,0,,0,,0,1.7572,0.428,1,3.0,0,,0,,0,,0,
SJ,2026-01-20,1.1,1.12,0.6680977777777778,43727.333333333336,1,1.58,1.2199,1,5.0,0,,0,,0,,0,,1,1.63,1.28,1,5.0,0,,0,,0,,0,,1,1.63,1.18,1,5.0,0,,0,,0,,0,,0,1.63,1.16,1,5.0,0,,0,,0,,0,
RGC,2025-03-20,1.18421,1.41316,0.1619686866666667,30706508.844444446,1,2.14211,1.61184,1,1.0,1,29.0,0,,0,,0,,1,83.6,60.0,1,1.0,1,29.0,1,31.0,1,32.0,1,32.0,1,83.6,14.43,1,1.0,1,29.0,1,31.0,1,32.0,1,32.0,1,83.6,16.24,1,1.0,1,29.0,1,31.0,1,32.0,1,32.0
RGTI,2024-10-18,1.11,1.17,0.8249911111111111,2904208.3777777776,1,3.66,3.02,1,6.0,1,26.0,1,26.0,1,26.0,0,,1,21.42,11.24,1,6.0,1,26.0,1,26.0,1,26.0,1,35.0,1,21.42,7.7,1,6.0,1,26.0,1,26.0,1,26.0,1,35.0,1,21.42,12.18,1,6.0,1,26.0,1,26.0,1,26.0,1,35.0
PMEC,2025-04-29,1.05,1.04,0.7825495777777778,147158.84444444443,1,1.4,1.1498,0,,0,,0,,0,,0,,1,1.645,1.47,1,47.0,0,,0,,0,,0,,1,1.89,1.87,1,47.0,0,,0,,0,,0,,1,2.44,0.9501,1,47.0,1,117.0,1,118.0,0,,0,
