cons_d,tp,horizon,n,win_rate,mean_ret,median_ret,sum_ret,p10,p90
45,3.0,60,92,0.5760869565217391,0.43437343472211276,0.18154525548248426,39.962355994434375,-0.5367670999571,1.6562010113780026
45,3.0,90,89,0.6292134831460674,0.5561357327675627,0.4292753623188408,49.49608021631308,-0.5364079207920792,1.7577777777777777
45,3.0,180,64,0.671875,0.7696719406590835,1.1284074544006835,49.259004202181345,-0.6195410416666666,1.7837383177570092
45,5.0,30,103,0.5533980582524272,0.31032477554385557,0.0691964285714284,31.963451881017125,-0.49438411886493716,1.5185572649572645
45,5.0,60,92,0.532608695652174,0.5358893720147858,0.10198910778902738,49.3018222253603,-0.5367670999571,3.0322373727674297
45,5.0,90,89,0.5730337078651685,0.68487556896995,0.1675,60.95392563832555,-0.5471701492537314,3.1888021649337706
45,5.0,180,64,0.59375,1.0874586996614273,0.35564974010395833,69.59735677833135,-0.6195410416666666,3.5600264550264553
60,1.5,30,82,0.7560975609756098,0.12649235641550735,0.20451019592163136,10.372373226071604,-0.24212037037037049,0.39653776792524104
60,1.5,60,74,0.7837837837837838,0.1521776650067727,0.25118644067796625,11.26114721050118,-0.2799667938621417,0.4223076923076923
60,1.5,90,72,0.8194444444444444,0.1630679225377315,0.2843478260869565,11.740890422716667,-0.3256145484949833,0.4223076923076923
60,1.5,180,51,0.9019607843137255,0.234762648417185,0.3074336283185841,11.972895069276435,0.04145093266155288,0.4505882352941175
60,2.0,30,82,0.5975609756097561,0.14072594373104197,0.1133632019115889,11.53952738594544,-0.4964357569114602,0.7499115044247788
60,2.0,60,74,0.6351351351351351,0.2602728279369093,0.3884851551956814,19.260189267331288,-0.5229284234234234,0.8318518518518516
60,2.0,90,72,0.6805555555555556,0.2961206963140142,0.5486515748031495,21.320690134609023,-0.5258998199819982,0.8474281758393907
60,2.0,180,51,0.7450980392156863,0.4089662407958125,0.6215929203539825,20.85727828058644,-0.5080555555555557,0.8689308651303362
60,2.4,30,82,0.5853658536585366,0.21483727260815152,0.09821287306724193,17.616656353868425,-0.4964357569114602,1.102030740568235
60,2.4,60,74,0.5945945945945946,0.3383278407542556,0.29308411214953256,25.036260215814913,-0.5229284234234234,1.1901010101010099
60,2.4,90,72,0.6527777777777778,0.4258826346976626,0.6658141325834257,30.663549698231705,-0.5275825951016154,1.2209138110072686
60,2.4,180,51,0.7254901960784313,0.6080534858491385,0.9312195121951219,31.010727778306066,-0.5080555555555557,1.2467170381564037
60,3.0,30,82,0.573170731707317,0.27555102201129555,0.08618651979088866,22.595183804926236,-0.4964357569114602,1.4739024390243907
60,3.0,60,74,0.581081081081081,0.4316139281124679,0.19093935832318912,31.939430680322626,-0.5229284234234234,1.6278807638565442
60,3.0,90,72,0.6388888888888888,0.5633301396277525,0.44617643617252467,40.55977005319818,-0.5275825951016154,1.7527272727272725
60,3.0,180,51,0.6666666666666666,0.7924935081503675,1.1539130434782612,40.41716891566874,-0.5080555555555557,1.7837383177570092
60,5.0,30,82,0.5609756097560976,0.32277880577776574,0.06420217468175383,26.467862073776793,-0.4964357569114602,1.3268862745098051
60,5.0,60,74,0.527027027027027,0.5176543664017326,0.1091974957313603,38.30642311372821,-0.5229284234234234,2.9077805118110236
60,5.0,90,72,0.5694444444444444,0.6525205151755399,0.17109513274336288,46.98147709263887,-0.5411174080094577,3.1365040650406506
60,5.0,180,51,0.5882352941176471,1.1198594571378264,0.4961290322580645,57.11283231402915,-0.5080555555555557,3.6096296296296297
