symbol,date,daily_open,daily_high,daily_low,daily_close,daily_high_x_open,daily_close_x_open,previous_realistic_outcome,previous_realistic_return,status,exit_reason,entry_time,exit_time,entry_price,exit_price,minute_return,bars_held,rth_open,rth_high,rth_close
TURB,2025-09-16,6.230000019073486,20.450000762939453,5.619999885559082,12.399999618530272,3.2825041252537166,1.9903691140556972,close_red_no_sl,-0.0048154429721514,ok,tp,2025-09-16 10:11:00-04:00,2025-09-16 10:12:00-04:00,12.46,13.706000000000001,0.10000000000000009,1.0,,,
TURB,2026-03-03,1.2999999523162842,3.2300000190734863,1.2599999904632568,2.880000114440918,2.4846154904224504,2.2153847846759205,tp_held,0.1,ok,sl,2026-03-03 14:32:00-05:00,2026-03-03 14:35:00-05:00,2.6,2.4699999999999998,-0.050000000000000155,3.0,,,
DGNX,2025-01-28,8.680000305175781,17.799999237060547,8.399999618530273,14.989999771118164,2.0506910842441584,1.7269584382594785,sl_hit,-0.05,ok,sl,2025-01-28 14:13:00-05:00,2025-01-28 14:13:00-05:00,17.36,16.491999999999997,-0.050000000000000155,0.0,,,
BTCS,2024-11-12,1.8592035116933685,4.361216608336018,1.7701990550261228,2.848141670227051,2.345744605636963,1.5319149583753495,sl_hit,-0.05,ok,sl,2024-11-12 11:05:00-05:00,2024-11-12 11:05:00-05:00,3.76,3.5719999999999996,-0.050000000000000044,0.0,,,
BTCS,2025-07-08,2.981648243417161,6.121526419631784,2.9074778445277514,5.844623565673828,2.0530679409104677,1.9601988861622095,close_red_no_sl,-0.0199005569188952,ok,sl,2025-07-08 13:20:00-04:00,2025-07-08 13:22:00-04:00,6.03,5.7285,-0.04999999999999993,2.0,,,
WTF,2025-04-01,4.300000190734863,19.850000381469727,4.050000190734863,19.850000381469727,4.6162789537173,4.6162789537173,tp_held,0.1,ok,sl,2025-04-01 14:13:00-04:00,2025-04-01 14:13:00-04:00,8.58,8.151,-0.050000000000000044,0.0,,,
PLYX,2026-03-10,3.2899999618530273,7.389999866485596,3.2899999618530273,5.96999979019165,2.2462005933651517,1.8145896229218088,sl_hit,-0.05,ok,tp,2026-03-10 13:57:00-04:00,2026-03-10 14:08:00-04:00,6.58,7.238,0.10000000000000009,11.0,,,
EEIQ,2025-07-09,6.71999979019165,14.720000267028809,6.71999979019165,10.079999923706056,2.1904762986025337,1.5000000354789569,sl_hit,-0.05,ok,sl,2025-07-09 09:46:00-04:00,2025-07-09 09:46:00-04:00,13.4496,12.77712,-0.050000000000000044,0.0,,,
EEIQ,2026-03-26,4.789999961853027,12.699999809265137,4.519999980926514,8.4399995803833,2.651356975032647,1.7620041017950778,sl_hit,-0.05,ok,sl,2026-03-26 09:59:00-04:00,2026-03-26 09:59:00-04:00,9.58,9.100999999999999,-0.050000000000000155,0.0,,,
ANTX,2026-03-09,3.0199999809265137,6.909999847412109,2.9700000286102295,5.25,2.288079434123762,1.7384106070058116,sl_hit,-0.05,ok,sl,2026-03-09 12:12:00-04:00,2026-03-09 12:18:00-04:00,6.04,5.7379999999999995,-0.050000000000000044,6.0,,,
